month,id,number_of_entrances
2016-10-31,115805937de11b5af0c7d784ca990244,22
2016-10-31,1200b4d00499b56e30e10d4ef91e345f,8
2016-10-31,1aac9615d02ac8da08e6468e269c6e85,2
2016-10-31,c71d4c66f6cd1e82ff923ce924f3c89e,12
2016-10-31,78ca532339b8cd3360ba4dd77ec87c84,39
2016-10-31,75708bc68c3de5a7b393373d7482fe14,2
2016-10-31,fb5f3c2ff8167692ac5d22d98ac3927a,13
2016-10-31,0b8eb573e9c5b82fb5710dc9c952aa72,20
2016-10-31,dae2cdeb9d096f564dc9e203b4d70823,66
2016-10-31,97eda2e98c06982eb094a80be564fb5e,3
2016-10-31,91596cb6e8821be8f0b3e68db2fc6dd6,24
2016-10-31,7f884f34ab06bf67e716d85215a9c053,2
2016-10-31,4d6d02d70a0d4cffaf48d5bd744aa368,14
2016-10-31,6a80bec6acd7f74010f5fb3c83dd5f08,7
2016-10-31,38b7a5dd34c3f96e5724c8a05b620e30,4
2016-10-31,c83f070bddc81aaaecca695f47fec919,45
2016-10-31,12e0eb35e6bb56c0d1b5371250c55029,5
2016-10-31,b8b7464562d2b3df1a0b175c5680d5ea,103
2016-10-31,227c2c8584e5db5c258d572d5b1e4070,9
2016-10-31,027b6a460dc9af9453e408d590a79661,19
2016-10-31,1bab6a1c1e60ee571dc3a01ecdd96b86,6
2016-10-31,e2b931a2889a16fb5f1865ccbb588d09,3
2016-10-31,3f47926405ab9b860a257cf2e8fbed48,22
2016-10-31,db2f2220f4eba5719c4e6291e03d5bbe,31
2016-10-31,27f1cfa3f158372ddbbf30a5b88feb5f,21
2016-10-31,6eb7dc1513540a0fdb6d1abfed3aa588,6
2016-10-31,b046d50acfb4a537665c42f1d3810879,34
2016-10-31,623b9886de850c76382ba88ed75f66ef,8
2016-10-31,1c932426059ae48d6cbb72a185a53b6c,2
2016-10-31,cbbc0bc697d08d283dbdb84b05104620,1
2016-10-31,a57409f584b141864e44f13d64c7da61,5
2016-10-31,73cc461f7c2648cc79cfaf86683b1715,12
2016-10-31,992ea644c76adfa1f7c68989b0da0675,101
2016-10-31,908c6605706d8ff1d0c3f06cf211dfc6,23
2016-10-31,437c277c9e4e5746c8d1850108e8d887,42
2016-10-31,2feca1fcc4e2085b8d8132bf855bb6aa,2
2016-10-31,608f14edd4c63993578debca7024ef5c,10
2016-10-31,c7521e53edf37978720d029d40525f98,3
2016-10-31,b23cf1dff3bf1afe61064391bcb6adaa,5
2016-10-31,a5ba7b967b167ccdf02e8ea65eefa183,1
2016-10-31,1fb3e0b246113e3edc38dfd2b38ca71a,1
2016-10-31,43686c8ce36f248c46c262218168e000,3
2016-10-31,443c8ef4ed5ace08e58f1fb0741febb0,26
2016-10-31,0bf849cd2a158392b71471aa6ea44b94,17
2016-10-31,38767b606df8722e272bcf0f886f0fda,177
2016-10-31,1e9db2151c650cd170ded5f217199910,5
2016-10-31,eeae3a70e1f208bd15adf88ed39d179a,89
2016-10-31,a84ed9a536e4960b8b7b465e53cf0069,11
2016-10-31,b343592444fc01af8062c8330b06969e,144
2016-10-31,a6a039f1bfaa8bdd8d088d5484d5d626,6
2016-10-31,5aeea947974db8a6146417adc363a81a,78
2016-10-31,da1048025b145f8b5c3a8c9b87bee787,10
2016-10-31,7e71438d1ffbfc0836c51ac163d07985,5
2016-10-31,16e62e4bcafd83163df768dc09f1f2d2,35
2016-10-31,b680c312b716f75003c03c2025a7f793,226
2016-10-31,bbfa931f7e83da1f2d2e323c7dfc43de,7
2016-10-31,001c89413847c9e9d055020cd3b95689,16
2016-10-31,a4bc1d0292c4e52b99211326a067e6de,1
2016-10-31,8fb7cbd7bf8e1cebe4940d001475869b,21
2016-10-31,fffbd083b33256191315996868a79855,3
2016-10-31,c4405b5a41fb1a5d390d1e0c3e9b4906,61
2016-10-31,773c50a9350777b4a5c18052e7c065c1,119
2016-10-31,1f7d878115d106a28294b1e93346bea1,3
2016-10-31,098609bd2b58bc31266536ec9675d472,3
2016-10-31,da7126e10c14fd8d0452751073721169,19
2016-10-31,bec6887fabb54c64d96b3728cc8046d8,1
2016-10-31,aaf16b10f4172af6a0d297df36714316,16
2016-10-31,ce8359bfd58c284597021b7e0476a198,4
2016-10-31,23e12e172be6b3797d509defc3145499,69
2016-10-31,042884ef4058ea117520a9703729b755,10
2016-10-31,c671c9f06570f533855935a9b468fdda,23
2016-10-31,abf2c58a5f77b7ae440ad12e4845af86,3
2016-10-31,59b2510b100fb0d49f35407efc035272,76
2016-10-31,d0f596432ccfdc6c20a90da1575bc2ab,52
2016-10-31,1f470d4de0f4de76360a1023cca1970f,4
2016-10-31,254cdb578c1b6366ac6f26b74acfbae6,7
2016-10-31,b8f4363533ec86b1b2f6013def88a101,2
2016-10-31,0ed3847d684ddb936494de0902b5b40b,5
2016-10-31,c14040c66bd89ab0deb521085edd1606,9
2016-10-31,63491016a63496a644a9fcda83dcefb6,19
2016-10-31,35c73e4055a07c434516887134c50d0b,8
2016-10-31,34310131d1f17dfd59399b36500e567a,2
2016-10-31,52cfa0ec42e8d5ae98ef6f0f5d938254,4
2016-10-31,dd6c930c1dfcbcb7d6db6824f4265d0f,1
2016-10-31,d62343a76262f257962007abe072a67c,2
2016-10-31,2628f46a51f8cd05ea7fb300c205adb1,4
2016-10-31,6cd8ed49faf19631c1e399a9e553639e,66
2016-10-31,c2bda9b8f4a436622d8b41fa835676a4,14
2016-10-31,7e516979a1d521ebf6e9a9dca8fbc6b6,2
2016-10-31,549474f3b141dd1a01ca6d454c91f22c,27
2016-10-31,bbec18b230166b96f9f45113c5d56d82,1
2016-10-31,9b6bb46d86712197f287eae580a0f762,6
2016-10-31,c399e647b6ac8e2720929b1c6019775f,9
2016-10-31,a546e0b58ed03aa20f9975ec8c2481fe,42
2016-10-31,84ad6400ab6e4684293565456b045f8a,3
2016-10-31,94b520ff83bd9c68aac96da2cbea199b,150
2016-10-31,dbc5e030bd8823e14c6fbfe0ea319bb9,1
2016-10-31,316480bf88394afe2b507088e8739618,6
2016-10-31,610b00d92ea3678bdffae17d24a574c6,3
2016-10-31,e4b15d2feee6d7d31e7256cf3b8f12d9,6
2016-10-31,c1cf647220653db539b9afb0ea970f63,5
2016-10-31,8c4593a021c015a6e788aafbf5116369,4
2016-10-31,81e89f0dd19d1ce5fe92bea1f5b0f945,10
2016-10-31,7f14872f147b1b56b3a5f7e65b8da7bf,10
2016-10-31,259bfea6b88c2fa479ae52ff78822ef5,2
2016-10-31,ba20ef765f3be02fb84ed538ff91b332,3
2016-10-31,62ea31d0ebf5a26300d5fc8d09688f99,83
2016-10-31,a1a17ea42a74a3b98015aa8d0242ed63,26
2016-10-31,34a9e66f925f8f545cced391deeb58ec,17
2016-10-31,da2d04b0f612f423ca25d1a7b52276b6,1
2016-10-31,793636c21db142b683d3af4824291064,11
2016-10-31,4024c3ec1106f5d8420e3281f022489d,172
2016-10-31,41b2d45d9828a76b2d076ac9eb72c999,19
2016-10-31,9a24770857f8d4614cf192666bb3228e,20
2016-10-31,82a55ad0d58edd5cf4615fb6a0ac161b,25
2016-10-31,ab60bd3bb9a242b0283eb03b3326e03a,20
2016-10-31,c1ce56957ef808ae3cd2e457bed9f300,3
2016-10-31,11e973aa0c571e7605b2b84ffeb6b36c,1
2016-10-31,b6642ff143c8663eeabe959a5a57cc1f,6
2016-10-31,edec2a65378815432ecd52a37fbd9ca0,4
2016-10-31,b212e4b858a8cf35f9b784948dfa190b,1
2016-10-31,a2672c7f732ba3a20301036584a36202,14
2016-10-31,8436e9fe281fbba35572f553f1be347b,97
2016-10-31,1d1970bb9bc449ba90c1619ce7d20611,5
2016-10-31,b5ee4985b48f15fe691d78b15c889983,1
2016-10-31,5c4469c753ecc79c02eb3548d15e30b3,3
2016-10-31,5060d2da2cc3b510c1aeec5cc1241183,9
2016-10-31,283dc96a2bded752920d7b5f15444665,14
2016-10-31,0166c18ee76f9ce3531051c2cb7f3c49,8
2016-10-31,0cd7688203a756ba149e40fbf14a7801,17
2016-10-31,d854e4f74c258bd89223f85e248b1671,3
2016-10-31,fa58275ce40218b4f3af98f1698b74b7,13
2016-10-31,c35b83755ce6040249f0d73269abb9da,7
2016-10-31,32d10097d03e81580896633537368063,8
2016-10-31,60d967180e8b68a2ee1f75e040aac654,10
2016-10-31,2bf5c2113befe7d3ceed12306fe786e5,6
2016-10-31,3e12686d444d5b45d861b7b26a172ed7,7
2016-10-31,da4e336e25fb330d3aa247d30e35ff22,21
2016-10-31,1fe1e225247e972efdb6a75d448404a1,23
2016-10-31,77b491996caf7bebb42cff1e890a5cdb,12
2016-10-31,3329ab4176f6a11233ebb0b23e6366b7,1
2016-10-31,27fa34f001b2620b6fda085fc6563bd3,5
2016-10-31,9eaeb93ed17a4599aad2256042bdac84,108
2016-10-31,07479c7d7373b6608aba25141ffde2d2,8
2016-10-31,8cf0ce012d3608842c48d0fce3799db9,3
2016-10-31,3db159ac480565c9d5834e570c4bc5da,2
2016-10-31,c5331175b048f76b8f527cc41841a53b,1
2016-10-31,327a1766752a0ea3f1b9270316e86412,22
2016-10-31,889fcc7aadf577018d5e01155f70e152,12
2016-10-31,faa58df59ed2e546be56be5ff8055c85,41
2016-10-31,8c76c90c86505ca3383d26e781f18e29,87
2016-10-31,322f6a6eff9cfd36e7d4adb0fd1b338a,10
2016-10-31,53b4dbffe225dff3b5ee8d98d6fadfba,9
2016-10-31,bd9b97242543872911ff79396f4fa23e,30
2016-10-31,3eabd8f7c72140c67299a49822db5a06,179
2016-10-31,53452f68b936540c2425fe827e257cb1,17
2016-10-31,65c35d89085167db28c19140b0ff9bd9,9
2016-10-31,7ccf80e3ec97d231c41c2db79c6f3a71,24
2016-10-31,77406e4f2848b9e3626544a8e84fbe26,32
2016-10-31,9d53f64915ca2180b25d975ff47849d4,2
2016-10-31,2e50c1209f254fa1885f63e14b1bdf4c,5
2016-10-31,ff377527ead9b8c06a5fb4477a06dc84,3
2016-10-31,c437e78df658d5bc9019bf7cd4aec0d3,21
2016-10-31,bd4515f1bace9d5c4fb96f73596b14bd,4
2016-10-31,90bc3f6275e35a13dec8c11c777bfd19,54
2016-10-31,ee12eac5b0aa5e375ddda6f36e3b6c73,2
2016-10-31,8a0110a962419ecbd7e946783c99244f,33
2016-10-31,adfdded679d8fecc7737c4147a424326,9
2016-10-31,afeff14c8226e1fb64248a23196ba2eb,1
2016-10-31,657411a5481afb137f21be9be0dbe9ee,27
2016-10-31,60c93da1f59c1fa0b43d8b390a9360de,3
2016-10-31,e6f1d64eee8cfc45a6252288b10bf288,19
2016-10-31,de4da9849e274d0a136325e49817176e,39
2016-10-31,75f2059f089dd943e723345b4dec89d7,34
2016-10-31,8e408db9770cb4f726bd73d93a679a21,9
2016-10-31,7101bf16134eca876391b9c43802bfce,27
2016-10-31,085afa4a25ed552841b9426d0e22b483,1
2016-10-31,e082019b6cab72b0bfae452cb4ac2912,1
2016-10-31,4855c3c2f103b6fd10a77dd073b21350,43
2016-10-31,7a46f2a5d4ba4c5bff07538e52d9145f,18
2016-10-31,26209d11c6329e5745b0a43865dae8f0,4
2016-10-31,b4a40616093e42e52f1bc526c995fef3,4
2016-10-31,965a2481d8a29e7a2874c7bafb1562ef,78
2016-10-31,7180c1fadad2a82e5ceee54b26b31723,2
2016-10-31,c663f32943a6e0cbdc75550f78ecf9fc,15
2016-10-31,8e6eb0fa8385779856ad270b805ea447,4
2016-10-31,99c7a507507243f200e62614d2b006aa,23
2016-10-31,c51065c1228ab61e5c3139ebc3db88eb,2
2016-10-31,8c272a93cd093522e88b61dccfc02ad1,12
2016-10-31,972c22a2bb1cbb8195d5a2a869463dc4,90
2016-10-31,3f98cf080c5b7747ea255f4f10a1add3,1
2016-10-31,93ec99f2532daec79aadcde2e4c57076,18
2016-10-31,08b3d60eefd337a8337432552a205df5,3
2016-10-31,539f5c49d7743cabc1144f8aa66aa359,20
2016-10-31,f5dc210a9c1c74bf83a7696909443f88,6
2016-10-31,7a9b51567a41dba332e851775aa87281,9
2016-10-31,de23d022f21ae6b4f7660db6d29a25a3,1
2016-10-31,b2661873f3a39a2c5646bc9d1cfab8c0,4
2016-10-31,30ddb14b88c543806ba9a852b893367f,28
2016-10-31,2661e4e80b8cda6cb422d60bc98a1704,4
2016-10-31,668442d71e66db2668634bed1e39c423,40
2016-10-31,80df2e87e3aaff4405b475ce70618394,34
2016-10-31,ba895f443b1fe18385c1d6f232df051c,20
2016-10-31,7a996ba41ddd3fe0e71c71f7e171561d,2
2016-10-31,a73feeae3b259e79599df59037c28a65,27
2016-10-31,95015ea6c86791d40fada255de4f19eb,3
2016-10-31,fc8c97e671f53069b10eb0f21d255c06,3
2016-10-31,ea49bc1c1eedfdc54285af267a24e8c6,5
2016-10-31,7d6b853d5d559a73c4226130de2ba286,54
2016-10-31,da5ed6840c13e9351ae294bf959c376b,46
2016-10-31,e8217f3d94b6b53ac4131bc9505a7a3f,2
2016-10-31,502ac9d9fba3d4b676e5a070c5a347bb,4
2016-10-31,f1a69ebaeb9a264ca90895045bf942bd,55
2016-10-31,1dbcd7ec3fce37f84d08d858acb79034,22
2016-10-31,e187591f88af0371b103f0ac196e397d,75
2016-10-31,c70592281b74814bff353ac5d8c14bbc,3
2016-10-31,6ad86b7e826acdf265f89fb584ed4592,2
2016-10-31,1c4e6b6779f6acac0770f0d6467b3930,18
2016-10-31,9adc1fd5d414247fb597c316268f0d49,5
2016-10-31,7d48847e0de4377eccf6e91d1f7c0b2d,8
2016-10-31,085ca84bce3724bb5dc4cffce3987722,5
2016-10-31,f01a4ba5fa84e785d31eb505a1c28d14,2
2016-10-31,02b1739e04a89f59f7175b2db56c5656,2
2016-10-31,41356f2ec80e26e5775daa6e36ade7a6,9
2016-10-31,6881ba5b2d35f97bfab4476e3a6478a3,10
2016-10-31,55d5947a94b69c05ae601b441d7fabe1,3
2016-10-31,d4c3400e3fa15c92e9a4bdfa280b40d5,6
2016-10-31,58756ed30eaa68b54b4b39e0bd80adb2,34
2016-10-31,8240334ddb489848949bf77763c14e17,2
2016-10-31,776704ececa37fabff84435c5e8f30c9,4
2016-10-31,a42cf6dd351934af0e401f13bfd9baa2,34
2016-10-31,c6e6665afbf14980335667424a448ab3,5
2016-10-31,6c53a56bbce231840812a5d9ae7f1ff1,35
2016-10-31,82ecb23a3e53810df70bb988ea3414f7,5
2016-10-31,be892ad545407829df58f3b5d1fdb5d3,46
2016-10-31,854ec442656af9f1d9885e9c45b98997,23
2016-10-31,8f26a1b2938a8ec95305b221b046ec9b,5
2016-10-31,f26fb01b1e73abfa23050ed5d5222627,1
2016-10-31,05955ab52ffb51d8810c3ebab5f375c8,2
2016-10-31,2be641678693e5b47f031335b5cefae9,11
2016-10-31,c99bffd43e784d2e20d8800f23fe5aa9,14
2016-10-31,def9b83ceb4412c6821c6a24dd3c8557,37
2016-10-31,9afe899f3c5e73ed9d3f103faa36401e,29
2016-10-31,7fad3b248e916d6862d35501cf4c5c2e,79
2016-10-31,d2c35df18c502459f5649304a5e89a77,25
2016-10-31,a9eb84a94b5bf8e341f67bccac85ca26,39
2016-10-31,aee1921dc987f86f8e7f8e9d910d254e,29
2016-10-31,5a94117ec9b290215e32d82eabefa5d2,4
2016-10-31,cc3869291847318c41662f0009dba088,1
2016-10-31,66ac5ba7627d91fb641430d208dde27b,2
2016-10-31,28c7cb6cf1c1b544ee5e091a4ac640e2,34
2016-10-31,94fc6b9980eb0d6e181799182d01b2e9,9
2016-10-31,462a9433d7db8e42d9cc57f3bee540fc,5
2016-10-31,6f51ed542f3ffc7303251e41a5ab541a,7
2016-10-31,8aa485d4172b60ab3763c68c100f1578,4
2016-10-31,5d8cf00e69a2757957980c5983ffbf34,6
2016-10-31,c1a02260da641af31e6a27b5874c2393,3
2016-10-31,591482f56cc640a0ce56b435cb088af1,7
2016-10-31,03010ffefc1fa4081a1c5636d5ef43fb,5
2016-10-31,33f7216d194e040940c3cf683f7851b4,3
2016-10-31,0fbad67671fd3c529476ed513cae2a12,3
2016-10-31,5c485e3dc2cedd2bca11e0a7c8b72c8b,39
2016-10-31,662dba37ed54841df5f2e06accb9e4f4,3
2016-10-31,d0623761c1a191f089d7b63b2bd5f114,27
2016-10-31,19d400eb9bdd9c9863d683fd6093bd3a,9
2016-10-31,64ee100261228783d3a561aa17cb9f85,52
2016-10-31,87b8621ae79e118d663fcea749e1face,2
2016-10-31,3deb29e91cb475cf4cf836c83ef4221e,4
2016-10-31,27b8d95f6fa266a0915d50cfdfbd7432,3
2016-10-31,5e4e97c17649463d8fd38b368d95aed8,43
2016-10-31,8b4d517f04cb022f1f23df634e93fc4f,7
2016-10-31,eb2206c586d959de671254319c6d3105,13
2016-10-31,67714b72006eb733af248caa889b1f7c,5
2016-10-31,b39c3c70956af8144809d97139ec9441,8
2016-10-31,d5eb8e1ff6fbff14af5b2ae6f4a17c78,9
2016-10-31,ac526709536c65249cd1de13d63161cc,4
2016-10-31,8867ce59aa077f16a35df16fce4e0761,103
2016-10-31,fdb5a12a5e5813e24da9214c4e2420d8,15
2016-10-31,0a89864a60d3528f8b9a4b6a3b9784c8,33
2016-10-31,ea95d4aeb45e8fa99a9a9827bf9e8eb7,4
2016-10-31,86627c908539066182e3bab1886d57c6,2
2016-10-31,c9619eef0fbf4c4741d153ced8c7a95d,1
2016-10-31,cd9e84394f65492e3b40ef4eaeced264,7
2016-10-31,321e1d5ba876dd21375ba3d0fcf9cff7,6
2016-10-31,53689453d97c17ab3cd677f5ed50e130,8
2016-10-31,65d28cc1b8026bd12ab77dedd925191f,8
2016-10-31,d5846351272c61f6f50d0e4b681836f5,10
2016-10-31,194bc6581cbd25abd3585aecf69f1d6e,1
2016-10-31,b3c8484d80a03d4e0dfa7590354ca541,14
2016-10-31,e6c6b0f4b14dec4517bd84237ceaab91,5
2016-10-31,2b279aa572f52fccb9ea889fde07c9cc,11
2016-10-31,8a5fa0eedece8d83689f02427b1fbd80,14
2016-10-31,379c5e1d18124385872516a0ad214586,5
2016-10-31,ab72878a242808f344aabc82626fd5ec,36
2016-10-31,1aba0c95f1aef01d2be2dc8b9dc8b510,5
2016-10-31,54e4a1665a67f8c7c5f5d06dd198da75,7
2016-10-31,92c5150c549b77d65165ac4dab1d7a5b,1
2016-10-31,1981620713165916b016228c151f2516,6
2016-10-31,2ef6ee65f19b0bbabfa10b1311be97d2,23
2016-10-31,1722ccb8ea93e6c2a5fc75666a3b286b,1
2016-10-31,eb2ad10f74cb4eaec162a5613cc0c8bb,12
2016-10-31,939775655aea2af54ed792efa129a839,10
2016-10-31,71625f9c1da517e19a9b19cf1d4cb5db,25
2016-10-31,73da7531888d93d287cfb6f884c59883,22
2016-10-31,4f65ed3a9f39450136b8dbf36cd972a4,5
2016-10-31,8b3847f6625681508f18b96d41914798,2
2016-10-31,ccaba6fc92a0f84b0228cee43137e4dd,20
2016-10-31,53d094db7147e44f3a6d760096d548e7,1
2016-10-31,8894982d0359156f7e03ef7f2d4e7c29,4
2016-10-31,9d0ebbed373ab11355b4fd2887f0197c,89
2016-10-31,f9f948f72e72a91cb7c49bcb1eb2502f,52
2016-10-31,3e65fdbb73ac83398aad8a61925d1939,17
2016-10-31,53f538c45e940fbf90b882e5690a7927,408
2016-10-31,56c157e3da125fa779021e4c052c354d,2
2016-10-31,cf1178a5594fe1a45fd6f20b6e9a6f19,21
2016-10-31,bfbcb69a91d4beef902f372626246f53,4
2016-10-31,d85d0a6f352764b18188c117058cf7b6,6
2016-10-31,125f0d6d396949ccc85c190d955f2672,10
2016-10-31,3a925a9bb6b0eced9744eff5d0be0bb0,4
2016-10-31,e88363580df7e65622aaa29738e80cc6,37
2016-10-31,6cbfaed029e817ffed15de27b665aab5,4
2016-10-31,663a2d3b4fb232e8b97c38290a131478,2
2016-10-31,5882e0ffda28aaa756d0a90c796811c6,39
2016-10-31,355014fa7196fc0f2e3efe930f0fc804,90
2016-10-31,b775f415e045a4504348baa6a1adee0b,35
2016-10-31,4b5f7ad34ea17ac7df7cd75ae71a6bb0,31
2016-10-31,228969579a6bf1f24c660b4e05dd5ffc,18
2016-10-31,afd33a06ccc3b5b30f7c8c7c4d6011a7,128
2016-10-31,0a850c90ca99292c77da428d43450245,74
2016-10-31,0325af3fce0ebb57473d8aece72d2bff,8
2016-10-31,fac38f4f1b57931f68c6d875768c1e08,2
2016-10-31,d1b3489100bde1f445c6946f7bf2e4c1,120
2016-10-31,0f61edc7f612a97078484e03ed5df9c2,5
2016-10-31,37819d7575e58f033f36a21424f61276,11
2016-10-31,7017fd6cf880e3753794926402086190,1
2016-10-31,d3db4791527649a67e6da5f9114419c3,36
2016-10-31,d38ef1ff964d610b411248b484963999,1
2016-10-31,8492eba0c53f6608cf1576d5c8795592,98
2016-10-31,176ba3d15a3a288ee2dbe9a83afb3bae,14
2016-10-31,42fa95c8d287155ed9c6943a2ad5f4df,32
2016-10-31,0aee6aeee7334cbaa4e6af3a1155beaf,2
2016-10-31,5d91a8322ee5c5bb3cf8a0d2fe8be3df,14
2016-10-31,01d711aac99358c7c05bbffb526a4f63,7
2016-10-31,9be8da5108274e8ae595bc895f4f2245,6
2016-10-31,c38b61128cd934dd91dc7a0004958c8e,20
2016-10-31,242e5afcd2153dfeb5bc44af532296d6,5
2016-10-31,2aad14449bbd6c0af362fafc060f56c0,43
2016-10-31,bae86a3bafd05de4f150b49e161e987e,9
2016-10-31,adda2b13cc8f2be00182ebce5cb197de,44
2016-10-31,93c84181a25e8bd66ac2710a667d6a74,113
2016-10-31,c8af327dad26fd082c19139febbbe7f1,4
2016-10-31,836fc8f84a4ec11075acd076a50fe748,18
2016-10-31,8ae21bb1c8ef6faa5cf2afd3f173f6fc,1
2016-10-31,63066fef41c176c25d80b0178b3d46e5,20
2016-10-31,c26041a50114e6c246faf7255e696d1a,22
2016-10-31,3ed6682a65c79e280659ddeb7bc6c851,1
2016-10-31,3ce582c9d6089c83e65370a7d9215221,11
2016-10-31,e20ee47e2b7e3a0e508997964a31e1c8,23
2016-10-31,f6a318b803c3dfacbf94d8fd776b0329,10
2016-10-31,3733e08199d0668d74ef931d5560be46,3
2016-10-31,3ee490e838247179dfe81eb3cd445b04,1
2016-10-31,395f82ab4a7fe0816a9bef710371afe2,53
2016-10-31,92155750a8593b249186bb2ec13bb918,61
2016-10-31,887c462795b794d3e9f879da860dc221,2
2016-10-31,ce564d3549c585a9932dc81b6e954c80,5
2016-10-31,117ca96cf31ff68ef36df0bb3f7550a0,16
2016-10-31,6c13e85b6f369b2e33e2714c471559bf,10
2016-10-31,465eaf6ff34647028a1db694e9bb19ea,3
2016-10-31,708292edbc941ac86084c9463d93720c,84
2016-10-31,5dc1420c0cd11ac730b99c6dee18cc71,26
2016-10-31,f249ae5838fd7fc84db5721c8e97b37d,4
2016-10-31,8101c777bc5343283afe3e40dccb5b9a,35
2016-10-31,e7ecebb5205aff6007890ace76e10a32,3
2016-10-31,587dceebb4828dd5a0ff8e9f3115e0a3,23
2016-10-31,048e79b08e9b65288f008a7d58c3ec4e,1
2016-10-31,9363a9a0ffb668db31d00e69260dca10,9
2016-10-31,f34ea8ac1ad7ec2bf49e19d108e085c1,53
2016-10-31,b24ab9e2d9ee90f071447f3f960a258b,3
2016-10-31,d798292b22885b73bff1da9740729171,9
2016-10-31,a02151adf1deba09e70912b95dc1bbf8,4
2016-10-31,a9b4f527ac88fb5377e645832bdaba29,7
2016-10-31,bd24a90469d32907f771260500704e6b,12
2016-10-31,22a32ede1ab6f44fcea15722dd54b2a2,1
2016-10-31,9cb5640d87cb613f5872f8f664ea5af3,24
2016-10-31,3219fc6a5cb58f7d3306476df0167de7,5
2016-10-31,faf8d84e7eb05431d577bbc0782d2d93,26
2016-10-31,ce8acf6cb0bc4b8cabc2bd68ef6b4542,11
2016-10-31,269b87158ef720b3c7cb12a1daacde22,110
2016-10-31,452607efbf9e8aed6b66e63d99fb7a29,26
2016-10-31,d1e3573e24d6ccabd573ab1ca87b91d3,231
2016-10-31,ec380d5ad3d9e80cb09e7a50d285a5b4,1
2016-10-31,922ac5db45faa1afce30239bca2c7384,20
2016-10-31,9cb0143e5e33d46e39cafef5b9ce2f07,6
2016-10-31,82ca4cb9b0b168bb7383f9b0db0b4e0f,1
2016-10-31,fea254016036a7dc70fb272039552ee4,6
2016-10-31,8d4f77a9cdbbbfe68888c0d7c4454423,19
2016-10-31,6d4bbb4f50cff42f934bdf9d4ea0ad62,10
2016-10-31,2103f3b16401ff9290dd878351071a8b,1
2016-10-31,2d8906de8498980dac0f03cb5e036a62,9
2016-10-31,eff3d905355f31a5463e0594253550c3,11
2016-10-31,509dbe813470d5966e36f73521f4c9e5,88
2016-10-31,21117ef85ff4e58ffe212a7f169ebca4,23
2016-10-31,4609b1786e6509caea51ab57f09b1d52,39
2016-10-31,025fe702fe9908d852a0a985477644e4,22
2016-10-31,6f191bda1ec724a45aa1a99809222c0a,167
2016-10-31,f9d07bb8c15882c11447f9cd0eac942c,3
2016-10-31,89ff5d571adf6cbc1458b83a3052461f,4
2016-10-31,8c5fe7a7e6a612caf7bc150b414aeffe,76
2016-10-31,9c22c7f7dac4b2390422cc509a587bc9,28
2016-10-31,2801be57d113c3354417d9ea96ad059d,19
2016-10-31,f8026d2465cfacd811617a11f121d13a,24
2016-10-31,e7c61cab44282585e2d9cab2eb32b70e,48
2016-10-31,6e7d19e4eef5ffd696089decd28d314b,5
2016-10-31,9596c9bcfef663ff0995e27ad6b402c0,2
2016-10-31,c6e9ed77ead94a941c7d1122fd9a3d9c,97
2016-10-31,49f50024c8a7f54f5ac3f84351e3cd4a,4
2016-10-31,d5eb1a10e1f0129aa712fc8583bdd5b3,6
2016-10-31,3684340120f200138aaf94159776f41a,4
2016-10-31,62cf8c1ddccadb0fffc3e9766006c616,8
2016-10-31,45c9a93940504ab1b6a8ab401f58eff0,10
2016-10-31,e66d54ea6f48a143e9ef126691e966c0,2
2016-10-31,5fb03994af2784700625a2c0b4e946e7,9
2016-10-31,da154dcc8b831a14fbfa2a4555ace0ab,99
2016-10-31,2a4c7b63e50a20ba64484f3173fb8eef,3
2016-10-31,bde300e401b85fa24609c83acfc8e2a5,43
2016-10-31,2f00b2d02166fcd4d0ef0153953c06d0,7
2016-10-31,099fdae96025839ab8ad4364cf5ba481,2
2016-10-31,26bad995c19ab859f45a6f58d34a2fec,2
2016-10-31,1b1dbd7020c5807b07835f7e0634f433,2
2016-10-31,18def4275157dad7e7e05a2f9b04b394,18
2016-10-31,a287d4e1eb908cb7868a9aa01976fecc,1
2016-10-31,4ed4b947efbb08f07d5d662107988002,126
2016-10-31,76d95880715b8c67b314e533aff87931,9
2016-10-31,5c213eb09d29125ed5a855cac1d5a3a1,15
2016-10-31,ac050375e1276dbd32399e4b7b275964,1
2016-10-31,0981d934725f4e78404677f39483a0ff,4
2016-10-31,350cfe22b5dd170fdae372809afd8070,10
2016-10-31,94cea2e3dd64badc29b5c4c738b53632,7
2016-10-31,d921a3cee4c9631b40035ec1837d7355,17
2016-10-31,26ef417c75abfbe24fee0b7782686f4c,9
2016-10-31,fa4df9004bbdfb29acc47e8ddfae7e19,55
2016-10-31,d0da75b3a2ca7b40d0d0d2075d997bac,6
2016-10-31,9cc3ea8361b176aefea6be2d56ef83b1,3
2016-10-31,27890ef0811544630e411a87b8ff6805,303
2016-10-31,81584e4bdc35094148fb074a44735bc7,30
2016-10-31,21b9a84e5305e70d84db31302348bf96,70
2016-10-31,8a2afa7c38d2d17312a1ab4a083714aa,9
2016-10-31,1978130d3bb24a73c58eba5618fa8c9d,2
2016-10-31,1d4f961727bc66492ede0befe1e337fc,124
2016-10-31,8d24467f823897b237150d5caf8ef6c2,35
2016-10-31,c6ce04e2eb72038b1cf197c58d9485dd,39
